,movieId,title
2660,7190,Jane Eyre (1970)
2661,7205,"Wind and the Lion, The (1975)"
2662,7208,Dr. Jekyll and Mr. Hyde (1941)
2663,7215,To Have and Have Not (1944)
2664,7216,High Sierra (1941)
2665,7217,Dark Passage (1947)
2666,7218,"Ox-Bow Incident, The (1943)"
2667,7219,They Drive by Night (1940)
2668,7222,Reefer Madness (a.k.a. Tell Your Children) (1938)
2669,7223,D.O.A. (1950)
2670,7234,"Strada, La (1954)"
2671,7235,Ichi the Killer (Koroshiya 1) (2001)
2672,7238,Ashes and Diamonds (Popiól i diament) (1958)
2673,7243,Intolerance: Love's Struggle Throughout the Ages (1916)
2674,7247,Chitty Chitty Bang Bang (1968)
2675,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)"
2676,7251,Where the Day Takes You (1992)
2677,7254,The Butterfly Effect (2004)
2678,7256,Touching the Void (2003)
2679,7259,You Got Served (2004)
2680,7260,Latter Days (2003)
2681,7262,Catch That Kid (2004)
2682,7263,Miracle (2004)
2683,7265,"Dreamers, The (2003)"
2684,7285,Thirteen (2003)
2685,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003)
2686,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003)
2687,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951)
2688,7302,"Thief of Bagdad, The (1924)"
2689,7303,The Diary of Anne Frank (1959)
2690,7305,Black Widow (1987)
2691,7307,Flesh & Blood (1985)
2692,7308,King Solomon's Mines (1985)
2693,7311,"Goodbye, Mr. Chips (1939)"
2694,7315,Against the Ropes (2004)
2695,7317,EuroTrip (2004)
2696,7318,"Passion of the Christ, The (2004)"
2697,7323,"Good bye, Lenin! (2003)"
2698,7324,Hidalgo (2004)
2699,7326,"Reckoning, The (2004)"
2700,7327,Persona (1966)
2701,7328,"Passion of Anna, The (Passion, En) (1969)"
2702,7333,"Corbeau, Le (Raven, The) (1943)"
2703,7336,"Damned, The (La Caduta degli dei) (1969)"
2704,7345,Agent Cody Banks 2: Destination London (2004)
2705,7349,Broken Wings (Knafayim Shvurot) (2002)
2706,7352,Wilbur Wants to Kill Himself (2002)
2707,7354,Mad Dog and Glory (1993)
2708,7357,Peyton Place (1957)
2709,7360,Dawn of the Dead (2004)
2710,7361,Eternal Sunshine of the Spotless Mind (2004)
2711,7362,Taking Lives (2004)
2712,7364,Intermission (2003)
2713,7366,Jersey Girl (2004)
2714,7368,Never Die Alone (2004)
2715,7369,Scooby-Doo 2: Monsters Unleashed (2004)
2716,7371,Dogville (2003)
2717,7372,Ned Kelly (2003)
2718,7373,Hellboy (2004)
2719,7377,"United States of Leland, The (2003)"
2720,7379,The Alamo (2004)
2721,7382,I'm Not Scared (Io non ho paura) (2003)
2722,7386,"Ten Commandments, The (1956)"
2723,7387,Dawn of the Dead (1978)
2724,7394,Those Magnificent Men in Their Flying Machines (1965)
2725,7395,Cheaper by the Dozen (1950)
2726,7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973)
2727,7414,Going in Style (1979)
2728,7438,Kill Bill: Vol. 2 (2004)
2729,7445,Man on Fire (2004)
2730,7449,Godsend (2004)
2731,7454,Van Helsing (2004)
2732,7455,"Mudge Boy, The (2003)"
2733,7458,Troy (2004)
2734,7459,Carandiru (2003)
2735,7460,Coffee and Cigarettes (2003)
2736,7479,Watch on the Rhine (1943)
2737,7481,Enemy Mine (1985)
2738,7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997)
2739,7487,Henry & June (1990)
2740,7492,Martin (1977)
2741,7493,"Three Faces of Eve, The (1957)"
2742,7560,Fail-Safe (1964)
2743,7569,You Only Live Twice (1967)
2744,7570,Octopussy (1983)
2745,7572,Wit (2001)
2746,7573,Never Say Never Again (1983)
2747,7579,Pride and Prejudice (1940)
2748,7581,"Fountainhead, The (1949)"
2749,7587,"Samouraï, Le (Godson, The) (1967)"
2750,7615,Desert Hearts (1985)
2751,7618,Chaplin (1992)
2752,7619,"Miracle Worker, The (1962)"
2753,7620,Monster in a Box (1992)
2754,7624,School Ties (1992)
2755,7649,Babylon 5: In the Beginning (1998)
2756,7669,Pride and Prejudice (1995)
2757,7698,"China Syndrome, The (1979)"
2758,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
2759,7702,"Bells of St. Mary's, The (1945)"
2760,7707,"He Said, She Said (1991)"
2761,7713,Cat People (1942)
2762,7714,Camelot (1967)
2763,7720,"Four Musketeers, The (1974)"
2764,7728,"Postman Always Rings Twice, The (1946)"
2765,7730,Matinee (1993)
2766,7743,Explorers (1985)
2767,7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
2768,7748,Pierrot le fou (1965)
2769,7749,Weekend (a.k.a. Le Week-end) (Week End) (1967)
2770,7753,Tuesdays with Morrie (1999)
2771,7756,Alexander Nevsky (Aleksandr Nevskiy) (1938)
2772,7757,Jason and the Argonauts (1963)
2773,7762,"Tinker, Tailor, Soldier, Spy (1979)"
2774,7766,Throne of Blood (Kumonosu jô) (1957)
2775,7767,"Best of Youth, The (La meglio gioventù) (2003)"
2776,7773,"Bang, Bang, You're Dead (2002)"
2777,7782,Sniper (1993)
2778,7789,"11'09""01 - September 11 (2002)"
2779,7802,"Warriors, The (1979)"
2780,7810,Babylon 5: A Call to Arms (1999)
2781,7811,Babylon 5: The River of Souls (1998)
2782,7812,Babylon 5: Thirdspace (1998)
2783,7820,"Virgin Spring, The (Jungfrukällan) (1960)"
2784,7822,Mogambo (1953)
2785,7831,Another Thin Man (1939)
2786,7835,Song of the Thin Man (1947)
2787,7840,Gunga Din (1939)
2788,7842,Dune (2000)
2789,7883,I Walked with a Zombie (1943)
2790,7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"
2791,7895,Bring Me the Head of Alfredo Garcia (1974)
2792,7896,Ride the High Country (1962)
2793,7900,Frankenstein Must Be Destroyed (1969)
2794,7924,Stray Dog (Nora inu) (1949)
2795,7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
2796,7926,High and Low (Tengoku to jigoku) (1963)
2797,7936,Shame (Skammen) (1968)
2798,7937,"Silence, The (Tystnaden) (1963)"
2799,7938,Winter Light (Nattvardsgästerna) (1963)
2800,7939,Through a Glass Darkly (Såsom i en spegel) (1961)
2801,7940,The Magician (1958)
2802,7944,"Night of the Iguana, The (1964)"
2803,7976,Ken Park (2002)
2804,7980,"Bridge Too Far, A (1977)"
2805,7981,Infernal Affairs (Mou gaan dou) (2002)
2806,7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
2807,8010,"Power of One, The (1992)"
2808,8012,Kikujiro (Kikujirô no natsu) (1999)
2809,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
2810,8015,"Phantom Tollbooth, The (1970)"
2811,8016,"Getaway, The (1972)"
2812,8019,Dark Water (Honogurai mizu no soko kara) (2002)
2813,8024,"Thing Called Love, The (1993)"
2814,8025,The Thief (1997)
2815,8042,Mean Streets (1973)
2816,8044,I Am a Fugitive from a Chain Gang (1932)
2817,8045,Hamburger Hill (1987)
2818,8057,Sweet Bird of Youth (1962)
2819,8092,Frankenstein Unbound (1990)
2820,8093,Shiri (Swiri) (1999)
2821,8094,Bad Day at Black Rock (1955)
2822,8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990)
2823,8119,Crossroads (1986)
2824,8125,Sunrise: A Song of Two Humans (1927)
2825,8126,Shock Corridor (1963)
2826,8128,Au revoir les enfants (1987)
2827,8132,Gladiator (1992)
2828,8143,Lola Montès (1955)
2829,8147,Charly (1968)
2830,8153,Lust for Life (1956)
2831,8154,"Dolce Vita, La (1960)"
2832,8158,Rush (1991)
2833,8167,Captain Blood (1935)
2834,8183,Educating Rita (1983)
2835,8188,Sansho the Bailiff (Sanshô dayû) (1954)
2836,8190,"Americanization of Emily, The (1964)"
2837,8191,Anne of the Thousand Days (1969)
2838,8195,"Avventura, L' (Adventure, The) (1960)"
2839,8197,Hiroshima Mon Amour (1959)
2840,8199,Ugetsu (Ugetsu monogatari) (1953)
2841,8232,I Love You Again (1940)
2842,8239,Viridiana (1961)
2843,8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
2844,8254,Arizona Dream (1993)
2845,8261,3 Women (Three Women) (1977)
2846,8266,Purple Rain (1984)
2847,8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
2848,8293,Used People (1992)
2849,8302,"Front Page, The (1931)"
2850,8327,Dolls (2002)
2851,8335,Make Way for Tomorrow (1937)
2852,8337,"Caine Mutiny, The (1954)"
2853,8338,Black Narcissus (1947)
2854,8340,Escape from Alcatraz (1979)
2855,8341,Oliver Twist (1948)
2856,8360,Shrek 2 (2004)
2857,8361,"Day After Tomorrow, The (2004)"
2858,8362,Raising Helen (2004)
2859,8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
2860,8366,Saved! (2004)
2861,8368,Harry Potter and the Prisoner of Azkaban (2004)
2862,8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
2863,8378,"Doctor, The (1991)"
2864,8379,"Dresser, The (1983)"
2865,8391,Big Wednesday (1978)
2866,8405,Hour of the Wolf (Vargtimmen) (1968)
2867,8410,Suddenly (1954)
2868,8424,"Divorcee, The (1930)"
2869,8426,Robot Carnival (Roboto kânibauru) (1987)
2870,8446,Sands of Iwo Jima (1949)
2871,8450,Anthony Adverse (1936)
2872,8451,Blackboard Jungle (1955)
2873,8454,Luna Papa (1999)
2874,8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)
2875,8458,To Each His Own (1946)
2876,8459,"Heiress, The (1949)"
2877,8461,Dragon Seed (1944)
2878,8462,Executive Suite (1954)
2879,8463,Johnny Belinda (1948)
2880,8464,Super Size Me (2004)
2881,8465,Johnny Eager (1942)
2882,8481,Northwest Passage (1940)
2883,8482,"Picture of Dorian Gray, The (1945)"
2884,8484,"Human Condition I, The (Ningen no joken I) (1959)"
2885,8491,White Heat (1949)
2886,8492,"Christmas Carol, A (Scrooge) (1951)"
2887,8493,Memphis Belle (1990)
2888,8495,Animal Factory (2000)
2889,8502,Show Boat (1951)
2890,8507,Freaks (1932)
2891,8518,Anna Christie (1930)
2892,8521,Dr. Jekyll and Mr. Hyde (1931)
2893,8526,Around the World in 80 Days (2004)
2894,8529,"Terminal, The (2004)"
2895,8530,Dear Frankie (2004)
2896,8532,"Door in the Floor, The (2004)"
2897,8533,"Notebook, The (2004)"
2898,8534,Two Brothers (Deux frères) (2004)
2899,8535,De-Lovely (2004)
2900,8571,Bob & Carol & Ted & Alice (1969)
2901,8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)"
2902,8580,Into the Woods (1991)
2903,8581,Pirates of Silicon Valley (1999)
2904,8588,Killing Me Softly (2002)
2905,8591,"Philadelphia Experiment, The (1984)"
2906,8593,Juice (1992)
2907,8600,Angels with Dirty Faces (1938)
2908,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)
2909,8607,Tokyo Godfathers (2003)
2910,8617,Butterfield 8 (1960)
2911,8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
2912,8633,"Last Starfighter, The (1984)"
2913,8636,Spider-Man 2 (2004)
2914,8638,Before Sunset (2004)
2915,8640,King Arthur (2004)
2916,8644,"I, Robot (2004)"
2917,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
2918,8650,Long Day's Journey Into Night (1962)
2919,8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
2920,8667,A Home at the End of the World (2004)
2921,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
2922,8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)"
2923,8690,Slaughterhouse-Five (1972)
2924,8713,"New Adventures of Pippi Longstocking, The (1988)"
2925,8714,Night and Day (1946)
2926,8718,"Snake Pit, The (1948)"
2927,8724,"Leopard, The (Gattopardo, Il) (1963)"
2928,8727,"Day of the Locust, The (1975)"
2929,8730,To End All Wars (2001)
2930,8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)"
2931,8743,Biggles (1986)
2932,8754,"Prime of Miss Jean Brodie, The (1969)"
2933,8782,Thunderbirds (2004)
2934,8783,"Village, The (2004)"
2935,8784,Garden State (2004)
2936,8795,Musa the Warrior (Musa) (2001)
2937,8798,Collateral (2004)
2938,8804,"Story of Women (Affaire de femmes, Une) (1988)"
2939,8807,Harold and Kumar Go to White Castle (2004)
2940,8813,We Don't Live Here Anymore (2004)
2941,8830,Anacondas: The Hunt for the Blood Orchid (2004)
2942,8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
2943,8833,Vanity Fair (2004)
2944,8835,Paparazzi (2004)
2945,8836,Wicker Park (2004)
2946,8838,Alice Doesn't Live Here Anymore (1974)
2947,8840,Who's That Knocking at My Door? (1967)
2948,8844,Camera Buff (Amator) (1979)
2949,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
2950,8860,Cellular (2004)
2951,8864,Mr. 3000 (2004)
2952,8865,Sky Captain and the World of Tomorrow (2004)
2953,8870,"Forgotten, The (2004)"
2954,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
2955,8875,"Come Back, Little Sheba (1952)"
2956,8880,Mask (1985)
2957,8905,1492: Conquest of Paradise (1992)
2958,8908,Ladder 49 (2004)
2959,8914,Primer (2004)
2960,8915,Stage Beauty (2004)
2961,8917,Team America: World Police (2004)
2962,8918,Eulogy (2004)
2963,8919,P.S. (2004)
2964,8920,"Country Girl, The (1954)"
2965,8921,"Rose Tattoo, The (1955)"
2966,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
2967,8937,Friday Night Lights (2004)
2968,8943,Being Julia (2004)
2969,8948,Alfie (2004)
2970,8949,Sideways (2004)
2971,8950,The Machinist (2004)
2972,8951,Vera Drake (2004)
2973,8952,Falling Angels (2003)
2974,8955,Undertow (2004)
2975,8958,Ray (2004)
2976,8959,Birth (2004)
2977,8961,"Incredibles, The (2004)"
2978,8964,Callas Forever (2002)
2979,8965,"Polar Express, The (2004)"
2980,8966,Kinsey (2004)
2981,8968,After the Sunset (2004)
2982,8969,Bridget Jones: The Edge of Reason (2004)
2983,8970,Finding Neverland (2004)
2984,8972,National Treasure (2004)
2985,8973,Bad Education (La mala educación) (2004)
2986,8974,"SpongeBob SquarePants Movie, The (2004)"
2987,8977,Alexander (2004)
2988,8981,Closer (2004)
2989,8982,I Am David (2003)
2990,8983,House of Flying Daggers (Shi mian mai fu) (2004)
2991,9004,D.A.R.Y.L. (1985)
2992,9005,Fire in the Sky (1993)
2993,9010,Love Me If You Dare (Jeux d'enfants) (2003)
2994,25746,"Hunchback of Notre Dame, The (1923)"
2995,25753,Greed (1924)
2996,25757,"Jazz Singer, The (1927)"
2997,25773,Little Caesar (1931)
2998,25788,Scarface (1932)
2999,25795,Dinner at Eight (1933)
3000,25805,"Atalante, L' (1934)"
3001,25825,Fury (1936)
3002,25833,Camille (1936)
3003,25834,Captains Courageous (1937)
3004,25841,Stage Door (1937)
3005,25850,Holiday (1938)
3006,25856,Wuthering Heights (1939)
3007,25865,"Letter, The (1940)"
3008,25886,Random Harvest (1942)
3009,25887,Tales of Manhattan (1942)
3010,25898,Day of Wrath (Vredens dag) (1943)
3011,25906,Mr. Skeffington (1944)
3012,25923,Great Expectations (1946)
3013,25927,"Stranger, The (1946)"
3014,25940,"Lady from Shanghai, The (1947)"
3015,25946,"Three Musketeers, The (1948)"
3016,25952,"Letter to Three Wives, A (1949)"
3017,25962,King Solomon's Mines (1950)
3018,25963,"Young and the Damned, The (Olvidados, Los) (1950)"
3019,25996,"Star Is Born, A (1954)"
3020,25999,The Wild One (1953)
3021,26002,Confidential Report (1955)
3022,26048,"Human Condition II, The (Ningen no joken II) (1959)"
3023,26052,Pickpocket (1959)
3024,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)
3025,26073,"Human Condition III, The (Ningen no joken III) (1961)"
3026,26078,Advise and Consent (1962)
3027,26082,Harakiri (Seppuku) (1962)
3028,26122,Onibaba (1964)
3029,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
3030,26142,Major Dundee (1965)
3031,26147,"Thousand Clowns, A (1965)"
3032,26150,Andrei Rublev (Andrey Rublyov) (1969)
3033,26151,Au Hasard Balthazar (1966)
3034,26152,Batman (1966)
3035,26158,Closely Watched Trains (Ostre sledované vlaky) (1966)
3036,26159,Tokyo Drifter (Tôkyô nagaremono) (1966)
3037,26169,Branded to Kill (Koroshi no rakuin) (1967)
3038,26172,Point Blank (1967)
3039,26176,Titicut Follies (1967)
3040,26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968)
3041,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
3042,26231,Performance (1970)
3043,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
3044,26237,Zabriskie Point (1970)
3045,26265,Dr. Phibes Rises Again (1972)
3046,26283,Charley Varrick (1973)
3047,26308,Turkish Delight (Turks fruit) (1973)
3048,26313,California Split (1974)
3049,26317,Emmanuelle (1974)
3050,26322,Gone in 60 Seconds (1974)
3051,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)"
3052,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"
3053,26344,French Connection II (1975)
3054,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
3055,26350,"Passenger, The (Professione: reporter) (1975)"
3056,26359,1900 (Novecento) (1976)
3057,26391,"New York, New York (1977)"
3058,26394,"Turning Point, The (1977)"
3059,26401,Last Hurrah for Chivalry (Hao xia) (1979)
3060,26422,Hair (1979)
3061,26444,"Hitch Hikers Guide to the Galaxy, The (1981)"
3062,26453,Smiley's People (1982)
3063,26464,Blue Thunder (1983)
3064,26467,"Day After, The (1983)"
3065,26472,"Norte, El (1984)"
3066,26498,Boy Meets Girl (1984)
3067,26504,Cloak & Dagger (1984)
3068,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"
3069,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984)
3070,26528,Anne of Green Gables (1985)
3071,26539,Death of a Salesman (1985)
3072,26542,Ewoks: The Battle for Endor (1985)
3073,26554,"Quiet Earth, The (1985)"
3074,26562,White Nights (1985)
3075,26564,'Round Midnight (1986)
3076,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)"
3077,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)"
3078,26587,"Decalogue, The (Dekalog) (1989)"
3079,26590,G.I. Joe: The Movie (1987)
3080,26599,"Law of Desire (Ley del deseo, La) (1987)"
3081,26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)"
3082,26614,"Bourne Identity, The (1988)"
3083,26622,Dominick and Eugene (1988)
3084,26649,Lonesome Dove (1989)
3085,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989)
3086,26681,Bullet in the Head (1990)
3087,26693,It (1990)
3088,26694,Ju Dou (1990)
3089,26695,"Krays, The (1990)"
3090,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)
3091,26704,State of Grace (1990)
3092,26713,Days of Being Wild (A Fei jingjyuhn) (1990)
3093,26743,Only Yesterday (Omohide poro poro) (1991)
3094,26745,Other People's Money (1991)
3095,26750,Quigley Down Under (1990)
3096,26761,Prime Suspect 2 (1992)
3097,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
3098,26777,"Stolen Children (Ladro di bambini, Il) (1992)"
3099,26782,"Mambo Kings, The (1992)"
3100,26796,"Heart in Winter, A (Un coeur en hiver) (1992)"
3101,26810,Bad Boy Bubby (1993)
3102,26812,Barbarians at the Gate (1993)
3103,26838,"Snapper, The (1993)"
3104,26840,Sonatine (Sonachine) (1993)
3105,26849,"Stand, The (1994)"
3106,26865,Fist of Legend (Jing wu ying xiong) (1994)
3107,26887,"Langoliers, The (1995)"
3108,26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)"
3109,26901,Last of the Dogmen (1995)
3110,26903,Whisper of the Heart (Mimi wo sumaseba) (1995)
3111,26928,"Summer's Tale, A (Conte d'été) (1996)"
3112,26965,"Boxer, The (1997)"
3113,26974,Gummo (1997)
3114,26999,"Lion King II: Simba's Pride, The (1998)"
3115,27002,From the Earth to the Moon (1998)
3116,27006,RKO 281 (1999)
3117,27020,Gia (1998)
3118,27032,Who Am I? (Wo shi shei) (1998)
3119,27036,Merlin (1998)
3120,27124,Bleeder (1999)
3121,27155,"Batman/Superman Movie, The (1998)"
3122,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
3123,27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
3124,27246,If These Walls Could Talk 2 (2000)
3125,27251,"10th Kingdom, The (2000)"
3126,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)"
3127,27266,2046 (2004)
3128,27317,Audition (Ôdishon) (1999)
3129,27320,"Nine Lives of Tomas Katz, The (2000)"
3130,27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
3131,27373,61* (2001)
3132,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)
3133,27408,Ripley's Game (2002)
3134,27416,Jalla! Jalla! (2000)
3135,27420,Teknolust (2002)
3136,27450,Blueberry (2004)
3137,27513,Dog Days (Hundstage) (2001)
3138,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
3139,27611,Battlestar Galactica (2003)
3140,27618,"Sound of Thunder, A (2005)"
3141,27619,"Lion King 1½, The (2004)"
3142,27627,Oasis (2002)
3143,27644,Remember Me (Ricordati di me) (2003)
3144,27660,"Animatrix, The (2003)"
3145,27664,"Brown Bunny, The (2003)"
3146,27674,11:14 (2003)
3147,27692,And Starring Pancho Villa as Himself (2003)
3148,27695,Nicotina (2003)
3149,27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)
3150,27706,Lemony Snicket's A Series of Unfortunate Events (2004)
3151,27708,Helen of Troy (2003)
3152,27716,"Green Butchers, The (Grønne slagtere, De) (2003)"
3153,27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
3154,27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
3155,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
3156,27731,"Cat Returns, The (Neko no ongaeshi) (2002)"
3157,27741,"Twilight Samurai, The (Tasogare Seibei) (2002)"
3158,27744,"Facing Windows (Finestra di fronte, La) (2003)"
3159,27751,'Salem's Lot (2004)
3160,27768,Intimate Strangers (Confidences trop intimes) (2004)
3161,27769,Down to the Bone (2004)
3162,27776,Red Lights (Feux rouges) (2004)
3163,27788,"Jacket, The (2005)"
3164,27790,Millions (2004)
3165,27802,Infernal Affairs 2 (Mou gaan dou II) (2003)
3166,27803,"Sea Inside, The (Mar adentro) (2004)"
3167,27808,Spanglish (2004)
3168,27815,"Chorus, The (Choristes, Les) (2004)"
3169,27816,Saints and Soldiers (2003)
3170,27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
3171,27821,"Interpreter, The (2005)"
3172,27822,Open Water (2003)
3173,27826,Touch of Pink (2004)
3174,27830,"Bobby Jones, Stroke of Genius (2004)"
3175,27831,Layer Cake (2004)
3176,27834,"Return, The (Vozvrashcheniye) (2003)"
3177,27837,Flight of the Phoenix (2004)
3178,27838,Mean Creek (2004)
3179,27839,"Ring Two, The (2005)"
3180,27865,Azumi (2003)
3181,27866,In My Father's Den (2004)
3182,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
3183,27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
3184,27904,"Scanner Darkly, A (2006)"
3185,27905,Casshern (2004)
3186,30707,Million Dollar Baby (2004)
3187,30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)
3188,30749,Hotel Rwanda (2004)
3189,30793,Charlie and the Chocolate Factory (2005)
3190,30803,3-Iron (Bin-jip) (2004)
3191,30810,"Life Aquatic with Steve Zissou, The (2004)"
3192,30812,"Aviator, The (2004)"
3193,30816,"Phantom of the Opera, The (2004)"
3194,30818,Beyond the Sea (2004)
3195,30820,"Woodsman, The (2004)"
3196,30822,In Good Company (2004)
3197,30846,"Assassination of Richard Nixon, The (2004)"
3198,30848,"Love Song for Bobby Long, A (2004)"
3199,30850,"Merchant of Venice, The (2004)"
3200,30890,"Keys to the House, The (Chiavi di casa, Le) (2004)"
3201,30894,White Noise (2005)
3202,30898,"Upside of Anger, The (2005)"
3203,30994,Little Miss Marker (1980)
3204,31030,I Remember Mama (1948)
3205,31038,Smooth Talk (1985)
3206,31086,Battles Without Honor & Humanity (Jingi naki tatakai) (1973)
3207,31101,Stander (2003)
3208,31114,Imaginary Heroes (2004)
3209,31116,Sergeant York (1941)
3210,31162,"Life and Death of Peter Sellers, The (2004)"
3211,31221,Elektra (2005)
3212,31225,Coach Carter (2005)
3213,31260,Boys Town (1938)
3214,31309,Rocco and His Brothers (Rocco e i suoi fratelli) (1960)
3215,31364,Memories of Murder (Salinui chueok) (2003)
3216,31367,"Chase, The (1994)"
3217,31410,"Downfall (Untergang, Der) (2004)"
3218,31420,Assault on Precinct 13 (2005)
3219,31431,Boogeyman (2005)
3220,31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004)
3221,31437,Nobody Knows (Dare mo shiranai) (2004)
3222,31445,Employee of the Month (2004)
3223,31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"
3224,31553,Double Dragon (1994)
3225,31590,Hands Off the Loot (Touchez pas au grisbi) (1954)
3226,31610,Purple Butterfly (Zi hudie) (2003)
3227,31617,El Cid (1961)
3228,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
3229,31660,Steamboy (Suchîmubôi) (2004)
3230,31698,Son of the Mask (2005)
3231,31700,Because of Winn-Dixie (2005)
3232,31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
3233,31903,Zelary (2003)
3234,31921,"Seven-Per-Cent Solution, The (1976)"
3235,31923,"Three Musketeers, The (1973)"
3236,31925,Royal Flash (1975)
3237,31952,Control (Kontroll) (2003)
3238,31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)
3239,32009,Tyler Perry's Diary of a Mad Black Woman (2005)
3240,32029,Hostage (2005)
3241,32031,Robots (2005)
3242,32058,Class Action (1991)
3243,32139,"Agony and the Ecstasy, The (1965)"
3244,32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
3245,32234,Julia (1977)
3246,32289,Ice Princess (2005)
3247,32291,Melinda and Melinda (2004)
3248,32294,Milk and Honey (2003)
3249,32296,Miss Congeniality 2: Armed and Fabulous (2005)
3250,32314,Incident at Loch Ness (2004)
3251,32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
3252,32392,800 Bullets (800 Balas) (2002)
3253,32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
3254,32460,Knockin' on Heaven's Door (1997)
3255,32469,We're No Angels (1955)
3256,32511,"Touch of Zen, A (Xia nu) (1971)"
3257,32515,Walker (1987)
3258,32584,"Ballad of Jack and Rose, The (2005)"
3259,32596,Sahara (2005)
3260,32600,Eros (2004)
