"movieId","title"
"7624","School Ties (1992)"
"7649","Babylon 5: In the Beginning (1998)"
"7669","Pride and Prejudice (1995)"
"7698","China Syndrome, The (1979)"
"7700","Wages of Fear, The (Salaire de la peur, Le) (1953)"
"7702","Bells of St. Mary's, The (1945)"
"7707","He Said, She Said (1991)"
"7713","Cat People (1942)"
"7714","Camelot (1967)"
"7720","Four Musketeers, The (1974)"
"7728","Postman Always Rings Twice, The (1946)"
"7730","Matinee (1993)"
"7743","Explorers (1985)"
"7745","Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
"7748","Pierrot le fou (1965)"
"7749","Weekend (a.k.a. Le Week-end) (Week End) (1967)"
"7753","Tuesdays with Morrie (1999)"
"7756","Alexander Nevsky (Aleksandr Nevskiy) (1938)"
"7757","Jason and the Argonauts (1963)"
"7762","Tinker, Tailor, Soldier, Spy (1979)"
"7766","Throne of Blood (Kumonosu jô) (1957)"
"7767","Best of Youth, The (La meglio gioventù) (2003)"
"7773","Bang, Bang, You're Dead (2002)"
"7782","Sniper (1993)"
"7789","11'09""01 - September 11 (2002)"
"7802","Warriors, The (1979)"
"7810","Babylon 5: A Call to Arms (1999)"
"7811","Babylon 5: The River of Souls (1998)"
"7812","Babylon 5: Thirdspace (1998)"
"7820","Virgin Spring, The (Jungfrukällan) (1960)"
"7822","Mogambo (1953)"
"7831","Another Thin Man (1939)"
"7835","Song of the Thin Man (1947)"
"7840","Gunga Din (1939)"
"7842","Dune (2000)"
"7883","I Walked with a Zombie (1943)"
"7891","Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"
"7895","Bring Me the Head of Alfredo Garcia (1974)"
"7896","Ride the High Country (1962)"
"7900","Frankenstein Must Be Destroyed (1969)"
"7924","Stray Dog (Nora inu) (1949)"
"7925","Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
"7926","High and Low (Tengoku to jigoku) (1963)"
"7936","Shame (Skammen) (1968)"
"7937","Silence, The (Tystnaden) (1963)"
"7938","Winter Light (Nattvardsgästerna) (1963)"
"7939","Through a Glass Darkly (Såsom i en spegel) (1961)"
"7940","The Magician (1958)"
"7944","Night of the Iguana, The (1964)"
"7976","Ken Park (2002)"
"7980","Bridge Too Far, A (1977)"
"7981","Infernal Affairs (Mou gaan dou) (2002)"
"7982","Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
"8010","Power of One, The (1992)"
"8012","Kikujiro (Kikujirô no natsu) (1999)"
"8014","Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
"8015","Phantom Tollbooth, The (1970)"
"8016","Getaway, The (1972)"
"8019","Dark Water (Honogurai mizu no soko kara) (2002)"
"8024","Thing Called Love, The (1993)"
"8025","The Thief (1997)"
"8042","Mean Streets (1973)"
"8044","I Am a Fugitive from a Chain Gang (1932)"
"8045","Hamburger Hill (1987)"
"8057","Sweet Bird of Youth (1962)"
"8092","Frankenstein Unbound (1990)"
"8093","Shiri (Swiri) (1999)"
"8094","Bad Day at Black Rock (1955)"
"8118","Delta Force 2 (Delta Force 2: The Colombian Connection) (1990)"
"8119","Crossroads (1986)"
"8125","Sunrise: A Song of Two Humans (1927)"
"8126","Shock Corridor (1963)"
"8128","Au revoir les enfants (1987)"
"8132","Gladiator (1992)"
"8143","Lola Montès (1955)"
"8147","Charly (1968)"
"8153","Lust for Life (1956)"
"8154","Dolce Vita, La (1960)"
"8158","Rush (1991)"
"8167","Captain Blood (1935)"
"8183","Educating Rita (1983)"
"8188","Sansho the Bailiff (Sanshô dayû) (1954)"
"8190","Americanization of Emily, The (1964)"
"8191","Anne of the Thousand Days (1969)"
"8195","Avventura, L' (Adventure, The) (1960)"
"8197","Hiroshima Mon Amour (1959)"
"8199","Ugetsu (Ugetsu monogatari) (1953)"
"8232","I Love You Again (1940)"
"8239","Viridiana (1961)"
"8253","Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)"
"8254","Arizona Dream (1993)"
"8261","3 Women (Three Women) (1977)"
"8266","Purple Rain (1984)"
"8270","Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
"8293","Used People (1992)"
"8302","Front Page, The (1931)"
"8327","Dolls (2002)"
"8335","Make Way for Tomorrow (1937)"
"8337","Caine Mutiny, The (1954)"
"8338","Black Narcissus (1947)"
"8340","Escape from Alcatraz (1979)"
"8341","Oliver Twist (1948)"
"8360","Shrek 2 (2004)"
"8361","Day After Tomorrow, The (2004)"
"8362","Raising Helen (2004)"
"8364","Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)"
"8366","Saved! (2004)"
"8368","Harry Potter and the Prisoner of Azkaban (2004)"
"8370","Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
"8378","Doctor, The (1991)"
"8379","Dresser, The (1983)"
"8391","Big Wednesday (1978)"
"8405","Hour of the Wolf (Vargtimmen) (1968)"
"8410","Suddenly (1954)"
"8424","Divorcee, The (1930)"
"8426","Robot Carnival (Roboto kânibauru) (1987)"
"8446","Sands of Iwo Jima (1949)"
"8450","Anthony Adverse (1936)"
"8451","Blackboard Jungle (1955)"
"8454","Luna Papa (1999)"
"8456","Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)"
"8458","To Each His Own (1946)"
"8459","Heiress, The (1949)"
"8461","Dragon Seed (1944)"
"8462","Executive Suite (1954)"
"8463","Johnny Belinda (1948)"
"8464","Super Size Me (2004)"
"8465","Johnny Eager (1942)"
"8481","Northwest Passage (1940)"
"8482","Picture of Dorian Gray, The (1945)"
"8484","Human Condition I, The (Ningen no joken I) (1959)"
"8491","White Heat (1949)"
"8492","Christmas Carol, A (Scrooge) (1951)"
"8493","Memphis Belle (1990)"
"8495","Animal Factory (2000)"
"8502","Show Boat (1951)"
"8507","Freaks (1932)"
"8518","Anna Christie (1930)"
"8521","Dr. Jekyll and Mr. Hyde (1931)"
"8526","Around the World in 80 Days (2004)"
"8529","Terminal, The (2004)"
"8530","Dear Frankie (2004)"
"8532","Door in the Floor, The (2004)"
"8533","Notebook, The (2004)"
"8534","Two Brothers (Deux frères) (2004)"
"8535","De-Lovely (2004)"
"8571","Bob & Carol & Ted & Alice (1969)"
"8575","Happenstance (Battement d'ailes du papillon, Le) (2001)"
"8580","Into the Woods (1991)"
"8581","Pirates of Silicon Valley (1999)"
"8588","Killing Me Softly (2002)"
"8591","Philadelphia Experiment, The (1984)"
"8593","Juice (1992)"
"8600","Angels with Dirty Faces (1938)"
"8601","Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)"
"8607","Tokyo Godfathers (2003)"
"8617","Butterfield 8 (1960)"
"8620","Exterminating Angel, The (Ángel exterminador, El) (1962)"
"8633","Last Starfighter, The (1984)"
"8636","Spider-Man 2 (2004)"
"8638","Before Sunset (2004)"
"8640","King Arthur (2004)"
"8644","I, Robot (2004)"
"8645","Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
"8650","Long Day's Journey Into Night (1962)"
"8656","Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
"8667","A Home at the End of the World (2004)"
"8684","Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
"8685","Miracle of Marcelino, The (Marcelino pan y vino) (1955)"
"8690","Slaughterhouse-Five (1972)"
"8713","New Adventures of Pippi Longstocking, The (1988)"
"8714","Night and Day (1946)"
"8718","Snake Pit, The (1948)"
"8724","Leopard, The (Gattopardo, Il) (1963)"
"8727","Day of the Locust, The (1975)"
"8730","To End All Wars (2001)"
"8738","Woman Is a Woman, A (femme est une femme, Une) (1961)"
"8743","Biggles (1986)"
"8754","Prime of Miss Jean Brodie, The (1969)"
"8782","Thunderbirds (2004)"
"8783","Village, The (2004)"
"8784","Garden State (2004)"
"8795","Musa the Warrior (Musa) (2001)"
"8798","Collateral (2004)"
"8804","Story of Women (Affaire de femmes, Une) (1988)"
"8807","Harold and Kumar Go to White Castle (2004)"
"8813","We Don't Live Here Anymore (2004)"
"8830","Anacondas: The Hunt for the Blood Orchid (2004)"
"8832","Warriors of Heaven and Earth (Tian di ying xiong) (2003)"
"8833","Vanity Fair (2004)"
"8835","Paparazzi (2004)"
"8836","Wicker Park (2004)"
"8838","Alice Doesn't Live Here Anymore (1974)"
"8840","Who's That Knocking at My Door? (1967)"
"8844","Camera Buff (Amator) (1979)"
"8848","Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
"8860","Cellular (2004)"
"8864","Mr. 3000 (2004)"
"8865","Sky Captain and the World of Tomorrow (2004)"
"8870","Forgotten, The (2004)"
"8873","Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
"8875","Come Back, Little Sheba (1952)"
"8880","Mask (1985)"
"8905","1492: Conquest of Paradise (1992)"
"8908","Ladder 49 (2004)"
"8914","Primer (2004)"
"8915","Stage Beauty (2004)"
"8917","Team America: World Police (2004)"
"8918","Eulogy (2004)"
"8919","P.S. (2004)"
"8920","Country Girl, The (1954)"
"8921","Rose Tattoo, The (1955)"
"8933","Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
"8937","Friday Night Lights (2004)"
"8943","Being Julia (2004)"
"8948","Alfie (2004)"
"8949","Sideways (2004)"
"8950","The Machinist (2004)"
"8951","Vera Drake (2004)"
"8952","Falling Angels (2003)"
"8955","Undertow (2004)"
"8958","Ray (2004)"
"8959","Birth (2004)"
"8961","Incredibles, The (2004)"
"8964","Callas Forever (2002)"
"8965","Polar Express, The (2004)"
"8966","Kinsey (2004)"
"8968","After the Sunset (2004)"
"8969","Bridget Jones: The Edge of Reason (2004)"
"8970","Finding Neverland (2004)"
"8972","National Treasure (2004)"
"8973","Bad Education (La mala educación) (2004)"
"8974","SpongeBob SquarePants Movie, The (2004)"
"8977","Alexander (2004)"
"8981","Closer (2004)"
"8982","I Am David (2003)"
"8983","House of Flying Daggers (Shi mian mai fu) (2004)"
"9004","D.A.R.Y.L. (1985)"
"9005","Fire in the Sky (1993)"
"9010","Love Me If You Dare (Jeux d'enfants) (2003)"
"25746","Hunchback of Notre Dame, The (1923)"
"25753","Greed (1924)"
"25757","Jazz Singer, The (1927)"
"25773","Little Caesar (1931)"
"25788","Scarface (1932)"
"25795","Dinner at Eight (1933)"
"25805","Atalante, L' (1934)"
"25825","Fury (1936)"
"25833","Camille (1936)"
"25834","Captains Courageous (1937)"
"25841","Stage Door (1937)"
"25850","Holiday (1938)"
"25856","Wuthering Heights (1939)"
"25865","Letter, The (1940)"
"25886","Random Harvest (1942)"
"25887","Tales of Manhattan (1942)"
"25898","Day of Wrath (Vredens dag) (1943)"
"25906","Mr. Skeffington (1944)"
"25923","Great Expectations (1946)"
"25927","Stranger, The (1946)"
"25940","Lady from Shanghai, The (1947)"
"25946","Three Musketeers, The (1948)"
"25952","Letter to Three Wives, A (1949)"
"25962","King Solomon's Mines (1950)"
"25963","Young and the Damned, The (Olvidados, Los) (1950)"
"25996","Star Is Born, A (1954)"
"25999","The Wild One (1953)"
"26002","Confidential Report (1955)"
"26048","Human Condition II, The (Ningen no joken II) (1959)"
"26052","Pickpocket (1959)"
"26059","When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)"
"26073","Human Condition III, The (Ningen no joken III) (1961)"
"26078","Advise and Consent (1962)"
"26082","Harakiri (Seppuku) (1962)"
"26122","Onibaba (1964)"
"26131","Battle of Algiers, The (La battaglia di Algeri) (1966)"
"26142","Major Dundee (1965)"
"26147","Thousand Clowns, A (1965)"
"26150","Andrei Rublev (Andrey Rublyov) (1969)"
"26151","Au Hasard Balthazar (1966)"
"26152","Batman (1966)"
"26158","Closely Watched Trains (Ostre sledované vlaky) (1966)"
"26159","Tokyo Drifter (Tôkyô nagaremono) (1966)"
"26169","Branded to Kill (Koroshi no rakuin) (1967)"
"26172","Point Blank (1967)"
"26176","Titicut Follies (1967)"
"26183","Asterix and Cleopatra (Astérix et Cléopâtre) (1968)"
"26184","Diamond Arm, The (Brilliantovaya ruka) (1968)"
"26231","Performance (1970)"
"26236","White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
"26237","Zabriskie Point (1970)"
"26265","Dr. Phibes Rises Again (1972)"
"26283","Charley Varrick (1973)"
"26308","Turkish Delight (Turks fruit) (1973)"
"26313","California Split (1974)"
"26317","Emmanuelle (1974)"
"26322","Gone in 60 Seconds (1974)"
"26326","Holy Mountain, The (Montaña sagrada, La) (1973)"
"26340","Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"
"26344","French Connection II (1975)"
"26347","Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
"26350","Passenger, The (Professione: reporter) (1975)"
"26359","1900 (Novecento) (1976)"
"26391","New York, New York (1977)"
"26394","Turning Point, The (1977)"
"26401","Last Hurrah for Chivalry (Hao xia) (1979)"
"26422","Hair (1979)"
"26444","Hitch Hikers Guide to the Galaxy, The (1981)"
"26453","Smiley's People (1982)"
"26464","Blue Thunder (1983)"
"26467","Day After, The (1983)"
"26472","Norte, El (1984)"
"26498","Boy Meets Girl (1984)"
"26504","Cloak & Dagger (1984)"
"26510","Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"
"26527","What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984)"
"26528","Anne of Green Gables (1985)"
"26539","Death of a Salesman (1985)"
"26542","Ewoks: The Battle for Endor (1985)"
"26554","Quiet Earth, The (1985)"
"26562","White Nights (1985)"
"26564","'Round Midnight (1986)"
"26578","Sacrifice, The (Offret - Sacraficatio) (1986)"
"26585","Better Tomorrow, A (Ying hung boon sik) (1986)"
"26587","Decalogue, The (Dekalog) (1989)"
"26590","G.I. Joe: The Movie (1987)"
"26599","Law of Desire (Ley del deseo, La) (1987)"
"26612","Better Tomorrow II, A (Ying hung boon sik II) (1987)"
"26614","Bourne Identity, The (1988)"
"26622","Dominick and Eugene (1988)"
"26649","Lonesome Dove (1989)"
"26662","Kiki's Delivery Service (Majo no takkyûbin) (1989)"
"26681","Bullet in the Head (1990)"
"26693","It (1990)"
"26694","Ju Dou (1990)"
"26695","Krays, The (1990)"
"26701","Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)"
"26704","State of Grace (1990)"
"26713","Days of Being Wild (A Fei jingjyuhn) (1990)"
"26743","Only Yesterday (Omohide poro poro) (1991)"
"26745","Other People's Money (1991)"
"26750","Quigley Down Under (1990)"
"26761","Prime Suspect 2 (1992)"
"26776","Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)"
"26777","Stolen Children (Ladro di bambini, Il) (1992)"
"26782","Mambo Kings, The (1992)"
"26796","Heart in Winter, A (Un coeur en hiver) (1992)"
"26810","Bad Boy Bubby (1993)"
"26812","Barbarians at the Gate (1993)"
"26838","Snapper, The (1993)"
"26840","Sonatine (Sonachine) (1993)"
"26849","Stand, The (1994)"
"26865","Fist of Legend (Jing wu ying xiong) (1994)"
"26887","Langoliers, The (1995)"
"26900","Last Wedding, The (Kivenpyörittäjän kylä) (1995)"
"26901","Last of the Dogmen (1995)"
"26903","Whisper of the Heart (Mimi wo sumaseba) (1995)"
"26928","Summer's Tale, A (Conte d'été) (1996)"
"26965","Boxer, The (1997)"
"26974","Gummo (1997)"
"26999","Lion King II: Simba's Pride, The (1998)"
"27002","From the Earth to the Moon (1998)"
"27006","RKO 281 (1999)"
"27020","Gia (1998)"
"27032","Who Am I? (Wo shi shei) (1998)"
"27036","Merlin (1998)"
"27124","Bleeder (1999)"
"27155","Batman/Superman Movie, The (1998)"
"27156","Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
"27186","Kirikou and the Sorceress (Kirikou et la sorcière) (1998)"
"27246","If These Walls Could Talk 2 (2000)"
"27251","10th Kingdom, The (2000)"
"27255","Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)"
"27266","2046 (2004)"
"27317","Audition (Ôdishon) (1999)"
"27320","Nine Lives of Tomas Katz, The (2000)"
"27368","Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)"
"27373","61* (2001)"
"27397","Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)"
"27408","Ripley's Game (2002)"
"27416","Jalla! Jalla! (2000)"
"27420","Teknolust (2002)"
"27450","Blueberry (2004)"
"27513","Dog Days (Hundstage) (2001)"
"27592","Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)"
"27611","Battlestar Galactica (2003)"
"27618","Sound of Thunder, A (2005)"
"27619","Lion King 1½, The (2004)"
"27627","Oasis (2002)"
"27644","Remember Me (Ricordati di me) (2003)"
"27660","Animatrix, The (2003)"
"27664","Brown Bunny, The (2003)"
"27674","11:14 (2003)"
"27692","And Starring Pancho Villa as Himself (2003)"
"27695","Nicotina (2003)"
"27704","Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)"
"27706","Lemony Snicket's A Series of Unfortunate Events (2004)"
"27708","Helen of Troy (2003)"
"27716","Green Butchers, The (Grønne slagtere, De) (2003)"
"27721","Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
"27722","Last Life in the Universe (Ruang rak noi nid mahasan) (2003)"
"27728","Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)"
"27731","Cat Returns, The (Neko no ongaeshi) (2002)"
"27741","Twilight Samurai, The (Tasogare Seibei) (2002)"
"27744","Facing Windows (Finestra di fronte, La) (2003)"
"27751","'Salem's Lot (2004)"
"27768","Intimate Strangers (Confidences trop intimes) (2004)"
"27769","Down to the Bone (2004)"
"27776","Red Lights (Feux rouges) (2004)"
"27788","Jacket, The (2005)"
"27790","Millions (2004)"
"27802","Infernal Affairs 2 (Mou gaan dou II) (2003)"
"27803","Sea Inside, The (Mar adentro) (2004)"
"27808","Spanglish (2004)"
"27815","Chorus, The (Choristes, Les) (2004)"
"27816","Saints and Soldiers (2003)"
"27820","Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
"27821","Interpreter, The (2005)"
"27822","Open Water (2003)"
"27826","Touch of Pink (2004)"
"27830","Bobby Jones, Stroke of Genius (2004)"
"27831","Layer Cake (2004)"
"27834","Return, The (Vozvrashcheniye) (2003)"
"27837","Flight of the Phoenix (2004)"
"27838","Mean Creek (2004)"
"27839","Ring Two, The (2005)"
"27865","Azumi (2003)"
"27866","In My Father's Den (2004)"
"27869","Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)"
"27899","What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)"
"27904","Scanner Darkly, A (2006)"
"27905","Casshern (2004)"
"30707","Million Dollar Baby (2004)"
"30745","Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)"
"30749","Hotel Rwanda (2004)"
"30793","Charlie and the Chocolate Factory (2005)"
"30803","3-Iron (Bin-jip) (2004)"
"30810","Life Aquatic with Steve Zissou, The (2004)"
"30812","Aviator, The (2004)"
"30816","Phantom of the Opera, The (2004)"
"30818","Beyond the Sea (2004)"
"30820","Woodsman, The (2004)"
"30822","In Good Company (2004)"
"30846","Assassination of Richard Nixon, The (2004)"
"30848","Love Song for Bobby Long, A (2004)"
"30850","Merchant of Venice, The (2004)"
"30890","Keys to the House, The (Chiavi di casa, Le) (2004)"
"30894","White Noise (2005)"
"30898","Upside of Anger, The (2005)"
"30994","Little Miss Marker (1980)"
"31030","I Remember Mama (1948)"
"31038","Smooth Talk (1985)"
"31086","Battles Without Honor & Humanity (Jingi naki tatakai) (1973)"
"31101","Stander (2003)"
"31114","Imaginary Heroes (2004)"
"31116","Sergeant York (1941)"
"31162","Life and Death of Peter Sellers, The (2004)"
"31221","Elektra (2005)"
"31225","Coach Carter (2005)"
"31260","Boys Town (1938)"
"31309","Rocco and His Brothers (Rocco e i suoi fratelli) (1960)"
"31364","Memories of Murder (Salinui chueok) (2003)"
"31367","Chase, The (1994)"
"31410","Downfall (Untergang, Der) (2004)"
"31420","Assault on Precinct 13 (2005)"
"31431","Boogeyman (2005)"
"31435","Rory O'Shea Was Here (Inside I'm Dancing) (2004)"
"31437","Nobody Knows (Dare mo shiranai) (2004)"
"31445","Employee of the Month (2004)"
"31522","Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"
"31553","Double Dragon (1994)"
"31590","Hands Off the Loot (Touchez pas au grisbi) (1954)"
"31610","Purple Butterfly (Zi hudie) (2003)"
"31617","El Cid (1961)"
"31658","Howl's Moving Castle (Hauru no ugoku shiro) (2004)"
"31660","Steamboy (Suchîmubôi) (2004)"
"31698","Son of the Mask (2005)"
"31700","Because of Winn-Dixie (2005)"
"31702","Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)"
"31903","Zelary (2003)"
"31921","Seven-Per-Cent Solution, The (1976)"
"31923","Three Musketeers, The (1973)"
"31925","Royal Flash (1975)"
"31952","Control (Kontroll) (2003)"
"31973","Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)"
"32009","Tyler Perry's Diary of a Mad Black Woman (2005)"
"32029","Hostage (2005)"
"32031","Robots (2005)"
"32058","Class Action (1991)"
"32139","Agony and the Ecstasy, The (1965)"
"32179","Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)"
"32234","Julia (1977)"
"32289","Ice Princess (2005)"
"32291","Melinda and Melinda (2004)"
"32294","Milk and Honey (2003)"
"32296","Miss Congeniality 2: Armed and Fabulous (2005)"
"32314","Incident at Loch Ness (2004)"
"32387","Sword of Doom, The (Dai-bosatsu tôge) (1966)"
"32392","800 Bullets (800 Balas) (2002)"
"32456","Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
"32460","Knockin' on Heaven's Door (1997)"
"32469","We're No Angels (1955)"
"32511","Touch of Zen, A (Xia nu) (1971)"
"32515","Walker (1987)"
"32584","Ballad of Jack and Rose, The (2005)"
"32596","Sahara (2005)"
"32600","Eros (2004)"
"32649","Special Day, A (Giornata particolare, Una) (1977)"
"32657","Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)"
"32728","Little Girl Who Lives Down the Lane, The (1976)"
"32743","Ringu 0: Bâsudei (2000)"
"32770","Brothers (Brødre) (2004)"
"32799","Maidens in Uniform (Mädchen in Uniform) (1931)"
"32892","Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)"
"32898","Trip to the Moon, A (Voyage dans la lune, Le) (1902)"
"32906","Ascent, The (Voskhozhdeniye) (1977)"
"32914","Carrie (2002)"
"33004","Hitchhiker's Guide to the Galaxy, The (2005)"
"33124","Before the Fall (NaPolA - Elite für den Führer) (2004)"
"33138","Palindromes (2004)"
"33145","Lot Like Love, A (2005)"
"33162","Kingdom of Heaven (2005)"
"33166","Crash (2004)"
"33171","Mysterious Skin (2004)"
"33201","Between Your Legs (Entre las piernas) (1999)"
"33237","San Francisco (1936)"
"33310","Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)"
"33421","Dear Wendy (2005)"
"33437","Unleashed (Danny the Dog) (2005)"
"33493","Star Wars: Episode III - Revenge of the Sith (2005)"
"33558","Snow Walker, The (2003)"
"33615","Madagascar (2005)"
"33629","Airborne (1993)"
"33646","Longest Yard, The (2005)"
"33649","Saving Face (2004)"
"33660","Cinderella Man (2005)"
"33669","Sisterhood of the Traveling Pants, The (2005)"
"33672","Lords of Dogtown (2005)"
"33679","Mr. & Mrs. Smith (2005)"
"33681","Adventures of Sharkboy and Lavagirl 3-D, The (2005)"
"33725","It's All Gone Pete Tong (2004)"
"33781","Quo Vadis (1951)"
"33794","Batman Begins (2005)"
"33801","Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004)"
"33815","Perfect Man, The (2005)"
"33826","Saint Ralph (2004)"
"33830","Herbie: Fully Loaded (2005)"
"33880","Me and You and Everyone We Know (2005)"
"33903","Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
"34048","War of the Worlds (2005)"
"34143","Dark Water (2005)"
"34148","Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
"34150","Fantastic Four (2005)"
"34164","Happy Endings (2005)"
"34271","Hustle & Flow (2005)"
"34326","Last Days (2005)"
"34330","November (2004)"
"34332","Sky High (2005)"
"34334","Stealth (2005)"
"34397","Order, The (2001)"
"34405","Serenity (2005)"
"34437","Broken Flowers (2005)"
"34450","Miracles - Mr. Canton and Lady Rose (1989)"
"34520","Dukes of Hazzard, The (2005)"
"34523","The Chumscrubber (2005)"
"34528","Junebug (2005)"
"34532","Skeleton Key, The (2005)"
"34534","Four Brothers (2005)"
"34536","The Great Raid (2005)"
"34540","Pretty Persuasion (2005)"
"34811","Pusher II: With Blood on My Hands (2004)"
"35015","Duma (2005)"
"35347","Animal Farm (1954)"
"36276","Hidden (a.k.a. Cache) (Caché) (2005)"
"36289","Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999)"
"36363","Kin-Dza-Dza! (1986)"
"36477","Baxter, The (2005)"
"36509","Cave, The (2005)"
"36517","Constant Gardener, The (2005)"
"36527","Proof (2005)"
"36529","Lord of War (2005)"
"36533","Cry_Wolf (a.k.a. Cry Wolf) (2005)"
"36535","Everything Is Illuminated (2005)"
"36537","Thumbsucker (2005)"
"36708","Family Guy Presents Stewie Griffin: The Untold Story (2005)"
"36931","New Police Story (Xin jing cha gu shi) (2004)"
"37382","Domino (2005)"
"37475","Unfinished Life, An (2005)"
"37545","Woyzeck (1979)"
"37720","Exorcism of Emily Rose, The (2005)"
"37727","Flightplan (2005)"
"37731","Green Street Hooligans (a.k.a. Hooligans) (2005)"
"37733","History of Violence, A (2005)"
"37736","Oliver Twist (2005)"
"37739","Greatest Game Ever Played, The (2005)"
"37741","Capote (2005)"
"37830","Final Fantasy VII: Advent Children (2004)"
"37844","Roll Bounce (2005)"
"37853","Into the Blue (2005)"
"37857","MirrorMask (2005)"
"38038","Wallace & Gromit in The Curse of the Were-Rabbit (2005)"
"38095","Bittersweet Life, A (Dalkomhan insaeng) (2005)"
"38159","Short Film About Love, A (Krótki film o milosci) (1988)"
"38164","All This, and Heaven Too (1940)"
"38294","Beowulf & Grendel (2005)"
"38388","Goal! The Dream Begins (Goal!) (2005)"
"38798","In Her Shoes (2005)"
"38886","Squid and the Whale, The (2005)"
"38992","Two for the Money (2005)"
"39183","Brokeback Mountain (2005)"
"39231","Elizabethtown (2005)"
"39234","North Country (2005)"
"39292","Good Night, and Good Luck. (2005)"
"39307","Dreamer: Inspired by a True Story (2005)"
"39381","Proposition, The (2005)"
"39414","Shopgirl (2005)"
"39435","Legend of Zorro, The (2005)"
"39444","Weather Man, The (2005)"
"39449","Prime (2005)"
"39516","Don't Move (Non ti muovere) (2004)"
"39801","Great Yokai War, The (Yôkai daisensô) (2005)"
"39869","Manderlay (2005)"
"40148","Revolver (2005)"
"40278","Jarhead (2005)"
"40339","Chicken Little (2005)"
"40414","Joyeux Noël (Merry Christmas) (2005)"
"40491","Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)"
"40578","Sword of the Beast (Kedamono no ken) (1965)"
"40583","Syriana (2005)"
"40597","One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002)"
"40614","Derailed (2005)"
"40629","Pride & Prejudice (2005)"
"40732","Descent, The (2005)"
"40815","Harry Potter and the Goblet of Fire (2005)"
"40819","Walk the Line (2005)"
"40826","Rent (2005)"
"40851","Zathura (2005)"
"40870","C.R.A.Z.Y. (2005)"
"40955","Breakfast on Pluto (2005)"
"40966","Libertine, The (2004)"
"41285","Match Point (2005)"
"41527","Paradise Now (2005)"
